"Date","Price","Open","High","Low","Vol.","Change %"
"10/24/2022","68,968.1","71,950.5","71,950.5","68,968.1","1.58M","-3.90%"
"10/21/2022","71,764.1","72,230.1","73,068.9","71,298.1","2.10M","-0.65%"
"10/20/2022","72,230.1","71,391.3","72,230.1","70,645.7","2.29M","1.17%"
"10/19/2022","71,391.3","70,925.3","71,577.7","70,925.3","1.04M","0.13%"
"10/18/2022","71,298.1","69,900.1","71,764.1","69,620.5","3.14M","3.24%"
"10/17/2022","69,061.3","68,781.7","69,993.3","68,688.5","1.68M","0.14%"
"10/14/2022","68,968.1","68,968.1","69,434.1","68,688.5","1.44M","0.27%"
"10/13/2022","68,781.7","66,172.1","68,781.7","65,985.7","3.17M","3.07%"
"10/12/2022","66,731.3","65,706.1","66,824.5","65,333.3","1.27M","1.99%"
"10/11/2022","65,426.5","65,706.1","66,638.1","64,867.3","1.72M","-0.43%"
"10/10/2022","65,706.1","63,842.1","66,638.1","62,816.9","1.66M","1.00%"
"10/07/2022","65,053.7","64,587.7","66,451.7","61,978.1","2.69M","-0.29%"
"10/06/2022","65,240.1","66,451.7","66,544.9","65,240.1","1.50M","-2.23%"
"10/05/2022","66,731.3","66,172.1","67,104.1","66,172.1","1.49M","0.99%"
"10/04/2022","66,078.9","66,917.7","66,917.7","65,240.1","1.63M","-0.14%"
"10/03/2022","66,172.1","67,010.9","67,570.1","66,172.1","2.04M","-1.80%"
"09/30/2022","67,383.7","67,010.9","68,315.7","67,010.9","2.35M","-0.55%"
"09/29/2022","67,756.5","67,942.9","68,502.1","67,290.5","2.03M","1.25%"
"09/28/2022","66,917.7","67,104.1","68,036.1","66,078.9","2.15M","-0.83%"
"09/27/2022","67,476.9","69,434.1","69,806.9","67,383.7","2.42M","-2.16%"
"09/26/2022","68,968.1","70,645.7","71,018.5","68,688.5","3.39M","-3.52%"
"09/23/2022","71,484.5","71,764.1","72,043.7","71,298.1","1.40M","-0.26%"
"09/22/2022","71,670.9","71,391.3","71,857.3","70,832.1","1.03M","0.00%"
"09/21/2022","71,670.9","70,552.5","72,323.3","70,459.3","2.48M","1.45%"
"09/20/2022","70,645.7","70,179.7","71,018.5","70,179.7","1.14M","0.80%"
"09/19/2022","70,086.5","70,459.3","70,552.5","69,806.9","1.42M","-1.05%"
"09/16/2022","70,832.1","69,620.5","70,832.1","69,340.9","2.31M","2.01%"
"09/15/2022","69,434.1","69,061.3","70,086.5","69,061.3","1.21M","0.68%"
"09/14/2022","68,968.1","69,806.9","69,900.1","68,781.7","2.04M","-2.25%"
"09/13/2022","70,552.5","70,086.5","70,832.1","70,086.5","1.56M","0.53%"
"09/12/2022","70,179.7","70,832.1","71,018.5","70,179.7","1.39M","-0.79%"
"09/09/2022","70,738.9","70,738.9","71,298.1","70,366.1","1.19M","0.26%"
"09/08/2022","70,552.5","70,832.1","71,298.1","70,086.5","1.35M","0.00%"
"09/07/2022","70,552.5","72,509.7","72,509.7","70,552.5","2.92M","-2.70%"
"09/06/2022","72,509.7","72,230.1","73,628.1","72,043.7","2.65M","0.39%"
"09/05/2022","72,230.1","70,366.1","72,509.7","70,366.1","3.17M","2.65%"
"08/31/2022","70,366.1","70,738.9","71,204.9","70,366.1","1.66M","-0.66%"
"08/30/2022","70,832.1","70,366.1","71,204.9","70,366.1","2.23M","0.66%"
"08/29/2022","70,366.1","70,925.3","71,111.7","70,272.9","3.31M","-1.82%"
"08/26/2022","71,670.9","72,509.7","72,789.3","71,018.5","2.46M","-1.28%"
"08/25/2022","72,602.9","72,602.9","72,975.7","71,764.1","2.18M","0.26%"
"08/24/2022","72,416.5","70,645.7","72,975.7","70,645.7","5.44M","2.51%"
"08/23/2022","70,645.7","68,688.5","70,738.9","68,595.3","4.55M","2.85%"
"08/22/2022","68,688.5","69,061.3","69,713.7","68,688.5","2.07M","-0.54%"
"08/19/2022","69,061.3","68,408.9","69,434.1","67,942.9","5.23M","0.95%"
"08/18/2022","68,408.9","67,663.3","68,595.3","67,663.3","4.23M","1.10%"
"08/17/2022","67,663.3","66,917.7","67,663.3","66,824.5","1.32M","1.11%"
"08/16/2022","66,917.7","66,917.7","67,476.9","66,824.5","1.69M","0.42%"
"08/15/2022","66,638.1","67,104.1","67,104.1","66,451.7","2.53M","-0.56%"
"08/12/2022","67,010.9","66,172.1","67,010.9","66,172.1","1.80M","1.13%"
"08/11/2022","66,265.3","67,663.3","67,663.3","65,892.5","3.88M","-1.93%"
"08/10/2022","67,570.1","67,104.1","67,663.3","67,104.1","1.54M","0.69%"
"08/09/2022","67,104.1","67,290.5","67,476.9","67,104.1","2.13M","-0.28%"
"08/08/2022","67,290.5","67,570.1","67,570.1","67,197.3","2.80M","-0.55%"
"08/05/2022","67,663.3","68,315.7","68,408.9","67,663.3","2.14M","-0.95%"
"08/04/2022","68,315.7","68,408.9","68,408.9","67,849.7","1.72M","-0.14%"
"08/03/2022","68,408.9","67,849.7","68,502.1","67,570.1","3.13M","0.00%"
"08/02/2022","68,408.9","68,408.9","69,154.5","67,756.5","2.60M","-0.14%"
"08/01/2022","68,502.1","67,849.7","68,502.1","67,290.5","2.53M","0.96%"
"07/29/2022","67,849.7","67,756.5","68,595.3","67,476.9","2.58M","0.28%"
"07/28/2022","67,663.3","67,570.1","67,849.7","67,383.7","1.22M","0.55%"
"07/27/2022","67,290.5","67,104.1","67,663.3","66,917.7","789.50K","0.28%"
"07/26/2022","67,104.1","67,942.9","68,036.1","66,917.7","1.15M","-1.23%"
"07/25/2022","67,942.9","67,104.1","67,942.9","66,917.7","1.24M","1.25%"
"07/22/2022","67,104.1","68,222.5","68,222.5","67,104.1","712.30K","-1.64%"
"07/21/2022","68,222.5","67,570.1","68,595.3","67,290.5","1.72M","0.27%"
"07/20/2022","68,036.1","68,222.5","68,595.3","67,849.7","1.17M","0.27%"
"07/19/2022","67,849.7","67,104.1","67,942.9","66,731.3","1.53M","1.53%"
"07/18/2022","66,824.5","67,104.1","67,290.5","66,638.1","1.11M","0.14%"
"07/15/2022","66,731.3","67,476.9","68,036.1","66,731.3","1.48M","-1.10%"
"07/14/2022","67,476.9","67,383.7","68,222.5","67,290.5","982.30K","-0.14%"
"07/13/2022","67,570.1","68,222.5","68,595.3","67,476.9","1.42M","-1.09%"
"07/12/2022","68,315.7","68,036.1","68,874.9","67,663.3","976.10K","0.41%"
"07/11/2022","68,036.1","67,290.5","69,620.5","67,104.1","2.56M","0.00%"
"07/08/2022","68,036.1","68,036.1","68,315.7","67,570.1","1.70M","0.00%"
"07/07/2022","68,036.1","65,892.5","68,036.1","65,240.1","3.05M","3.25%"
"07/06/2022","65,892.5","66,172.1","66,638.1","64,774.1","2.36M","0.04%"
"07/05/2022","65,864.1","67,846.3","67,936.4","65,774.0","2.59M","-2.66%"
"07/04/2022","67,666.1","66,675.0","68,296.8","66,494.8","3.14M","1.90%"
"07/01/2022","66,404.7","65,143.2","66,584.9","64,872.9","2.86M","2.08%"
"06/30/2022","65,053.1","65,143.2","67,395.8","65,053.1","3.58M","-0.14%"
"06/29/2022","65,143.2","63,611.5","65,503.6","63,611.5","1.94M","2.12%"
"06/28/2022","63,791.7","63,611.5","65,503.6","63,161.0","3.04M","-0.42%"
"06/27/2022","64,062.0","64,692.7","64,963.0","63,341.2","1.80M","-0.56%"
"06/24/2022","64,422.4","63,971.9","65,683.9","63,881.8","1.68M","1.13%"
"06/23/2022","63,701.6","63,611.5","64,872.9","63,070.9","1.10M","0.14%"
"06/22/2022","63,611.5","65,864.1","66,134.4","63,611.5","2.21M","-4.21%"
"06/21/2022","66,404.7","62,350.1","66,494.8","61,989.7","4.84M","6.81%"
"06/20/2022","62,169.9","59,827.3","62,800.6","59,827.3","2.59M","3.45%"
"06/17/2022","60,097.6","60,277.8","61,809.5","58,746.1","2.50M","-1.91%"
"06/16/2022","61,268.9","58,655.9","61,539.2","58,565.8","2.22M","5.43%"
"06/15/2022","58,115.3","59,557.0","59,917.4","58,115.3","2.68M","-2.42%"
"06/14/2022","59,557.0","59,016.4","60,818.4","58,926.3","1.39M","-0.45%"
"06/13/2022","59,827.3","61,629.3","61,629.3","59,647.1","2.38M","-4.46%"
"06/10/2022","62,620.4","63,070.9","63,251.1","62,620.4","1.48M","-1.00%"
"06/09/2022","63,251.1","63,971.9","64,062.0","63,251.1","1.05M","-1.13%"
"06/08/2022","63,971.9","63,701.6","64,332.3","63,701.6","1.70M","0.57%"
"06/07/2022","63,611.5","63,341.2","63,701.6","63,070.9","1.32M","-0.28%"
"06/06/2022","63,791.7","63,251.1","64,152.1","63,070.9","1.43M","0.71%"
"06/03/2022","63,341.2","63,971.9","64,242.2","63,070.9","1.05M","-1.13%"
"06/02/2022","64,062.0","64,872.9","64,872.9","63,791.7","1.49M","-1.11%"
"06/01/2022","64,782.8","64,422.4","65,413.5","64,242.2","1.23M","0.28%"
"05/31/2022","64,602.6","64,963.0","65,233.3","64,602.6","2.06M","-1.10%"
"05/30/2022","65,323.4","65,683.9","65,683.9","64,872.9","2.12M","-0.69%"
"05/27/2022","65,774.0","64,242.2","66,044.3","63,701.6","3.46M","2.38%"
"05/26/2022","64,242.2","64,782.8","64,782.8","63,701.6","1.53M","-0.83%"
"05/25/2022","64,782.8","62,079.8","65,143.2","62,079.8","2.36M","4.35%"
"05/24/2022","62,079.8","60,097.6","62,079.8","59,917.4","2.03M","3.92%"
"05/23/2022","59,737.2","61,719.4","61,899.6","59,647.1","2.02M","-2.64%"
"05/20/2022","61,359.0","62,169.9","62,980.8","61,268.9","1.30M","-1.30%"
"05/19/2022","62,169.9","62,620.4","63,070.9","62,169.9","1.45M","-1.85%"
"05/18/2022","63,341.2","63,070.9","63,521.4","62,620.4","1.98M","0.43%"
"05/17/2022","63,070.9","59,106.5","63,070.9","58,746.1","2.11M","6.38%"
"05/16/2022","59,286.7","60,007.5","60,908.5","59,196.6","1.98M","-0.45%"
"05/13/2022","59,557.0","60,367.9","61,088.7","59,376.8","4.59M","-0.60%"
"05/12/2022","59,917.4","62,890.7","62,890.7","59,917.4","3.19M","-4.32%"
"05/11/2022","62,620.4","63,611.5","64,062.0","62,620.4","1.79M","-1.56%"
"05/10/2022","63,611.5","63,070.9","64,782.8","63,070.9","3.11M","0.86%"
"05/09/2022","63,070.9","63,251.1","64,422.4","62,710.5","2.39M","-0.28%"
"05/06/2022","63,251.1","64,332.3","64,512.5","62,620.4","2.11M","-2.64%"
"05/05/2022","64,963.0","65,954.2","65,954.2","64,422.4","1.55M","-0.55%"
"05/04/2022","65,323.4","66,855.2","67,035.4","65,323.4","1.76M","-2.29%"
"04/29/2022","66,855.2","67,035.4","67,576.0","66,675.0","1.63M","-0.13%"
"04/28/2022","66,945.3","67,485.9","67,485.9","66,494.8","1.91M","-0.93%"
"04/27/2022","67,576.0","67,756.2","68,296.8","66,404.7","1.83M","-1.19%"
"04/26/2022","68,386.9","66,224.5","68,477.0","63,881.8","3.88M","3.27%"
"04/25/2022","66,224.5","68,477.0","68,747.3","65,774.0","2.66M","-3.16%"
"04/22/2022","68,386.9","68,206.7","68,927.5","68,026.5","2.80M","1.20%"
"04/21/2022","67,576.0","67,846.3","68,927.5","67,576.0","4.62M","-0.79%"
"04/20/2022","68,116.6","68,477.0","69,107.7","68,116.6","1.93M","-0.53%"
"04/19/2022","68,477.0","69,468.1","70,008.7","68,477.0","1.67M","-1.30%"
"04/18/2022","69,378.0","68,927.5","70,188.9","68,837.4","2.56M","0.65%"
"04/15/2022","68,927.5","68,927.5","69,918.6","68,477.0","1.36M","0.26%"
"04/14/2022","68,747.3","69,828.5","70,279.0","68,747.3","1.81M","-1.17%"
"04/13/2022","69,558.2","69,197.8","70,729.5","69,107.7","2.12M","0.52%"
"04/12/2022","69,197.8","69,648.3","70,098.8","68,927.5","1.78M","-0.65%"
"04/08/2022","69,648.3","70,729.5","71,270.1","69,648.3","2.74M","-1.53%"
"04/07/2022","70,729.5","71,990.9","72,081.0","70,729.5","1.76M","-1.01%"
"04/06/2022","71,450.3","72,081.0","73,162.3","71,270.1","4.31M","-1.37%"
"04/05/2022","72,441.4","73,702.9","73,702.9","72,441.4","2.20M","-2.19%"
"04/04/2022","74,063.3","73,883.1","74,333.6","73,432.6","3.81M","0.61%"
"04/01/2022","73,612.8","72,982.1","74,513.8","72,351.3","6.11M","0.99%"
"03/31/2022","72,892.0","68,657.2","72,982.1","68,477.0","9.65M","6.17%"
"03/30/2022","68,657.2","68,026.5","69,017.6","67,666.1","3.41M","0.93%"
"03/29/2022","68,026.5","66,224.5","68,026.5","66,224.5","2.14M","2.86%"
"03/28/2022","66,134.4","67,846.3","68,116.6","66,134.4","4.04M","-2.39%"
"03/25/2022","67,756.2","68,116.6","68,296.8","67,666.1","2.70M","-0.53%"
"03/24/2022","68,116.6","68,477.0","68,567.1","67,756.2","3.39M","-0.66%"
"03/23/2022","68,567.1","69,197.8","69,378.0","68,386.9","3.23M","-6.12%"
"03/22/2022","73,037.2","73,987.0","73,987.0","72,942.2","2.39M","-0.90%"
"03/21/2022","73,702.1","72,182.4","73,987.0","72,182.4","1.88M","2.11%"
"03/18/2022","72,182.4","72,752.3","73,132.2","72,182.4","4.23M","-0.52%"
"03/17/2022","72,562.3","73,702.1","73,892.0","72,562.3","1.35M","-1.16%"
"03/16/2022","73,417.1","73,322.1","74,082.0","73,132.2","1.85M","0.13%"
"03/15/2022","73,322.1","73,132.2","73,607.1","72,467.4","1.48M","0.00%"
"03/14/2022","73,322.1","74,082.0","74,082.0","73,037.2","1.65M","-1.03%"
"03/11/2022","74,082.0","73,322.1","74,556.8","73,227.2","2.32M","1.17%"
"03/10/2022","73,227.2","72,182.4","73,987.0","72,182.4","2.97M","2.66%"
"03/09/2022","71,327.6","72,182.4","72,942.2","71,232.7","3.00M","-1.31%"
"03/08/2022","72,277.4","72,467.4","72,657.3","72,182.4","2.38M","-0.91%"
"03/07/2022","72,942.2","73,987.0","73,987.0","72,847.3","3.53M","-1.41%"
"03/04/2022","73,987.0","74,461.9","74,461.9","73,892.0","2.51M","-0.64%"
"03/03/2022","74,461.9","74,746.8","75,031.7","74,271.9","1.49M","-0.13%"
"03/02/2022","74,556.8","75,221.7","75,221.7","74,082.0","2.04M","-0.88%"
"03/01/2022","75,221.7","74,461.9","75,411.6","74,271.9","1.27M","1.02%"
"02/28/2022","74,461.9","74,936.8","75,031.7","73,892.0","2.26M","-0.63%"
"02/25/2022","74,936.8","75,031.7","75,506.6","74,936.8","1.35M","0.38%"
"02/24/2022","74,651.8","75,981.5","75,981.5","74,556.8","2.72M","-1.75%"
"02/23/2022","75,981.5","75,981.5","76,456.4","75,791.5","2.20M","0.00%"
"02/22/2022","75,981.5","76,836.3","76,931.3","75,696.6","3.20M","-1.23%"
"02/21/2022","76,931.3","76,836.3","77,501.1","76,836.3","1.28M","0.50%"
"02/18/2022","76,551.4","76,076.5","76,741.3","76,076.5","1.81M","-0.25%"
"02/17/2022","76,741.3","76,456.4","77,121.2","76,361.4","1.79M","0.50%"
"02/16/2022","76,361.4","77,121.2","77,216.2","76,266.4","2.83M","-0.99%"
"02/15/2022","77,121.2","77,026.2","77,406.2","76,931.3","1.47M","0.12%"
"02/14/2022","77,026.2","77,406.2","77,881.0","76,931.3","2.97M","-1.10%"
"02/11/2022","77,881.0","78,355.9","78,450.9","77,786.1","1.62M","-0.85%"
"02/10/2022","78,545.9","78,640.9","79,115.7","78,166.0","1.61M","-0.12%"
"02/09/2022","78,640.9","77,881.0","79,495.6","77,881.0","1.80M","0.98%"
"02/08/2022","77,881.0","79,210.7","79,305.7","77,881.0","2.71M","-1.80%"
"02/07/2022","79,305.7","79,020.8","79,780.6","78,735.8","1.32M","0.48%"
"01/28/2022","78,925.8","78,830.8","79,970.5","78,640.9","2.26M","0.00%"
"01/27/2022","78,925.8","76,076.5","79,210.7","76,076.5","2.04M","4.27%"
"01/26/2022","75,696.6","75,316.7","76,456.4","75,316.7","1.45M","0.63%"
"01/25/2022","75,221.7","76,456.4","76,931.3","75,126.7","3.76M","-2.22%"
"01/24/2022","76,931.3","78,450.9","78,545.9","76,931.3","2.22M","-1.94%"
"01/21/2022","78,450.9","78,830.8","79,115.7","78,355.9","1.58M","-0.48%"
"01/20/2022","78,830.8","78,830.8","79,115.7","78,735.8","1.49M","-0.48%"
"01/19/2022","79,210.7","78,735.8","79,305.7","78,545.9","1.76M","0.00%"
"01/18/2022","79,210.7","78,735.8","79,305.7","78,450.9","2.10M","0.60%"
"01/17/2022","78,735.8","80,730.3","80,730.3","78,735.8","2.10M","-2.13%"
"01/14/2022","80,445.4","78,925.8","80,825.3","78,545.9","2.52M","1.93%"
"01/13/2022","78,925.8","79,210.7","79,495.6","78,735.8","1.71M","0.00%"
"01/12/2022","78,925.8","79,590.6","79,590.6","78,545.9","2.18M","-0.72%"
"01/11/2022","79,495.6","79,400.7","79,780.6","79,305.7","1.83M","0.00%"
"01/10/2022","79,495.6","80,540.4","80,730.3","79,305.7","2.15M","-0.12%"
"01/07/2022","79,590.6","79,684.0","79,964.3","79,403.8","2.55M","-0.23%"
"01/06/2022","79,777.4","80,431.4","80,431.4","79,684.0","2.85M","-0.93%"
"01/05/2022","80,524.8","81,085.3","81,272.1","80,337.9","3.12M","-0.58%"
"01/04/2022","80,991.9","81,458.9","81,645.8","80,991.9","1.89M","0.35%"
"12/31/2021","80,711.6","79,870.9","81,739.2","79,684.0","2.33M","1.29%"
"12/30/2021","79,684.0","79,684.0","79,964.3","79,497.2","893.10K","0.12%"
"12/29/2021","79,590.6","79,870.9","79,964.3","79,497.2","945.40K","-0.35%"
"12/28/2021","79,870.9","80,524.8","80,524.8","79,590.6","1.54M","-0.70%"
"12/27/2021","80,431.4","80,337.9","80,711.6","80,057.7","1.14M","0.12%"
"12/24/2021","80,337.9","79,123.5","80,337.9","79,123.5","1.15M","1.53%"
"12/23/2021","79,123.5","79,777.4","79,777.4","78,936.7","2.15M","-0.82%"
"12/22/2021","79,777.4","80,057.7","80,524.8","79,684.0","1.84M","-0.12%"
"12/21/2021","79,870.9","80,151.1","80,337.9","79,870.9","1.19M","-0.23%"
"12/20/2021","80,057.7","80,337.9","80,618.2","79,964.3","1.81M","0.00%"
"12/17/2021","80,057.7","80,898.4","80,991.9","80,057.7","2.66M","-1.04%"
"12/16/2021","80,898.4","80,618.2","80,898.4","80,337.9","1.61M","0.35%"
"12/15/2021","80,618.2","80,711.6","80,991.9","80,618.2","1.21M","0.00%"
"12/14/2021","80,618.2","80,711.6","81,178.7","80,524.8","1.67M","-0.12%"
"12/13/2021","80,711.6","80,618.2","81,085.3","80,337.9","1.50M","0.12%"
"12/10/2021","80,618.2","80,805.0","81,272.1","80,151.1","1.49M","-0.80%"
"12/09/2021","81,272.1","80,244.5","81,365.5","80,057.7","1.45M","1.16%"
"12/08/2021","80,337.9","80,618.2","80,805.0","80,057.7","1.29M","-0.58%"
"12/07/2021","80,805.0","80,151.1","80,805.0","79,777.4","1.53M","1.41%"
"12/06/2021","79,684.0","80,337.9","80,898.4","79,684.0","3.17M","-0.58%"
"12/03/2021","80,151.1","81,832.6","82,206.3","80,151.1","2.90M","-1.83%"
"12/02/2021","81,645.8","81,739.2","82,206.3","81,645.8","1.25M","-0.11%"
"12/01/2021","81,739.2","82,206.3","82,766.8","81,645.8","1.89M","-0.11%"
"11/30/2021","81,832.6","81,832.6","82,953.6","81,832.6","3.18M","0.11%"
"11/29/2021","81,739.2","82,019.4","82,112.9","81,458.9","2.84M","-0.91%"
"11/26/2021","82,486.5","81,832.6","82,953.6","81,739.2","3.02M","0.91%"
"11/25/2021","81,739.2","81,739.2","82,393.1","81,458.9","2.18M","0.00%"
"11/24/2021","81,739.2","80,805.0","81,739.2","80,805.0","2.12M","1.39%"
"11/23/2021","80,618.2","80,805.0","80,991.9","80,337.9","2.20M","0.12%"
"11/22/2021","80,524.8","80,337.9","80,805.0","80,244.5","3.50M","0.12%"
"11/19/2021","80,431.4","82,206.3","82,579.9","80,337.9","5.15M","-2.16%"
"11/18/2021","82,206.3","82,953.6","82,953.6","82,206.3","3.90M","-0.90%"
"11/17/2021","82,953.6","82,766.8","83,700.9","82,766.8","2.51M","0.23%"
"11/16/2021","82,766.8","83,140.4","83,420.7","82,673.3","3.25M","-0.45%"
"11/15/2021","83,140.4","83,607.5","83,700.9","83,140.4","3.27M","-0.34%"
"11/12/2021","83,420.7","84,074.6","84,168.0","83,233.8","2.12M","-0.33%"
"11/11/2021","83,700.9","83,887.8","84,448.3","83,420.7","3.38M","-0.11%"
"11/10/2021","83,794.3","84,074.6","84,168.0","83,420.7","2.67M","-0.11%"
"11/09/2021","83,887.8","85,008.8","85,102.2","83,794.3","3.70M","-1.10%"
"11/08/2021","84,821.9","83,794.3","85,102.2","83,700.9","6.17M","1.79%"
"11/05/2021","83,327.3","82,766.8","83,514.1","82,673.3","2.65M","0.91%"
"11/04/2021","82,579.9","82,579.9","82,860.2","82,299.7","2.51M","0.23%"
"11/03/2021","82,393.1","83,233.8","83,607.5","82,393.1","5.55M","-1.12%"
"11/02/2021","83,327.3","84,074.6","84,074.6","83,140.4","4.89M","-0.89%"
"11/01/2021","84,074.6","84,821.9","85,289.0","83,887.8","5.08M","-0.77%"
"10/29/2021","84,728.5","84,635.1","85,008.8","84,354.8","3.75M","0.11%"
"10/28/2021","84,635.1","84,541.7","85,475.8","84,541.7","4.09M","0.22%"
"10/27/2021","84,448.3","84,074.6","84,635.1","83,794.3","3.55M","0.89%"
"10/26/2021","83,700.9","84,074.6","84,261.4","83,514.1","1.64M","-0.55%"
"10/25/2021","84,168.0","84,541.7","84,635.1","83,981.2","2.77M","-0.44%"
"10/22/2021","84,541.7","83,607.5","84,541.7","83,327.3","4.49M","1.57%"
"10/21/2021","83,233.8","84,074.6","84,168.0","83,233.8","2.94M","-1.00%"
"10/20/2021","84,074.6","84,448.3","84,635.1","83,140.4","3.48M","-0.33%"
"10/19/2021","84,354.8","83,887.8","84,541.7","83,887.8","5.98M","0.56%"
"10/18/2021","83,887.8","84,074.6","84,168.0","83,327.3","2.31M","-0.22%"
"10/15/2021","84,074.6","84,074.6","84,728.5","83,700.9","3.21M","0.00%"
"10/14/2021","84,074.6","84,261.4","84,541.7","83,700.9","2.01M","-0.11%"
"10/13/2021","84,168.0","85,008.8","85,289.0","84,074.6","3.79M","-0.33%"
"10/12/2021","84,448.3","84,448.3","85,289.0","84,168.0","3.62M","0.44%"
"10/11/2021","84,074.6","84,074.6","84,448.3","83,607.5","2.47M","0.45%"
"10/08/2021","83,700.9","83,047.0","84,074.6","82,860.2","2.62M","0.90%"
"10/07/2021","82,953.6","83,420.7","83,514.1","82,953.6","2.98M","-0.56%"
"10/06/2021","83,420.7","83,700.9","84,168.0","83,327.3","2.50M","-0.33%"
"10/05/2021","83,700.9","84,354.8","84,354.8","83,700.9","2.27M","-0.67%"
"10/04/2021","84,261.4","84,541.7","85,102.2","84,168.0","3.06M","0.45%"
"10/01/2021","83,887.8","83,420.7","84,448.3","83,233.8","3.81M","0.22%"
"09/30/2021","83,700.9","83,981.2","84,728.5","83,700.9","2.80M","0.00%"
"09/29/2021","83,700.9","83,420.7","84,168.0","82,860.2","2.76M","0.34%"
"09/28/2021","83,420.7","82,953.6","83,981.2","82,206.3","3.76M","0.56%"
"09/27/2021","82,953.6","84,635.1","85,382.4","82,953.6","5.05M","-2.09%"
"09/24/2021","84,728.5","85,008.8","85,382.4","84,541.7","2.99M","-0.11%"
"09/23/2021","84,821.9","85,475.8","86,316.6","84,448.3","3.94M","-0.77%"
"09/22/2021","85,475.8","82,673.3","85,662.7","82,673.3","10.05M","3.04%"
"09/21/2021","82,953.6","82,206.3","83,047.0","81,926.0","3.10M","0.11%"
"09/20/2021","82,860.2","81,832.6","83,233.8","81,552.4","5.45M","2.54%"
"09/17/2021","80,805.0","80,711.6","82,579.9","80,618.2","5.29M","0.12%"
"09/16/2021","80,711.6","80,805.0","80,805.0","80,244.5","1.83M","0.35%"
"09/15/2021","80,431.4","81,085.3","81,085.3","80,431.4","2.43M","-1.03%"
"09/14/2021","81,272.1","81,458.9","81,552.4","80,898.4","2.48M","-0.23%"
"09/13/2021","81,458.9","80,805.0","81,645.8","80,618.2","2.96M","0.81%"
"09/10/2021","80,805.0","79,590.6","81,272.1","79,403.8","3.96M","1.53%"
"09/09/2021","79,590.6","79,777.4","79,870.9","79,403.8","2.45M","-0.23%"
"09/08/2021","79,777.4","80,618.2","80,618.2","79,684.0","3.68M","-1.04%"
"09/07/2021","80,618.2","82,019.4","82,019.4","80,618.2","2.62M","-0.58%"
"09/06/2021","81,085.2","81,085.2","81,544.4","80,993.4","3.21M","0.23%"
"09/01/2021","80,901.6","80,258.8","81,544.4","80,075.1","3.43M","0.80%"
"08/31/2021","80,258.8","80,350.6","80,442.4","79,983.3","2.96M","0.00%"
"08/30/2021","80,258.8","79,983.3","80,442.4","79,891.5","4.31M","0.46%"
"08/27/2021","79,891.5","80,258.8","80,350.6","79,616.0","2.35M","0.00%"
"08/26/2021","79,891.5","79,799.6","80,534.3","79,616.0","1.90M","0.12%"
"08/25/2021","79,799.6","79,340.5","79,983.3","78,973.2","1.68M","0.70%"
"08/24/2021","79,248.7","79,065.0","79,891.5","78,697.7","2.38M","0.35%"
"08/23/2021","78,973.2","80,534.3","80,626.1","78,973.2","4.36M","-2.05%"
"08/20/2021","80,626.1","82,921.8","82,921.8","79,891.5","4.33M","-2.77%"
"08/19/2021","82,921.8","83,105.5","83,105.5","82,462.7","3.06M","0.33%"
"08/18/2021","82,646.3","82,187.2","83,472.8","82,095.4","4.71M","0.78%"
"08/17/2021","82,003.5","82,279.0","82,738.2","81,819.9","2.20M","-0.22%"
"08/16/2021","82,187.2","82,554.5","83,197.3","81,728.0","3.27M","-0.44%"
"08/13/2021","82,554.5","83,013.7","83,105.5","81,911.7","4.11M","-0.66%"
"08/12/2021","83,105.5","83,381.0","84,023.8","82,921.8","4.29M","-0.44%"
"08/11/2021","83,472.8","82,554.5","83,931.9","82,462.7","5.33M","1.68%"
"08/10/2021","82,095.4","80,809.7","82,646.3","80,809.7","5.97M","1.94%"
"08/09/2021","80,534.3","80,075.1","80,717.9","79,891.5","2.73M","0.57%"
"08/06/2021","80,075.1","79,799.6","81,177.1","79,524.1","3.96M","0.69%"
"08/05/2021","79,524.1","79,799.6","79,983.3","79,524.1","2.83M","-0.57%"
"08/04/2021","79,983.3","80,350.6","80,350.6","79,891.5","2.87M","0.00%"
"08/03/2021","79,983.3","79,524.1","80,350.6","79,524.1","2.71M","0.69%"
"08/02/2021","79,432.3","79,156.8","79,799.6","78,973.2","2.57M","0.46%"
"07/30/2021","79,065.0","79,707.8","80,075.1","78,881.3","4.41M","-0.81%"
"07/29/2021","79,707.8","79,891.5","80,534.3","78,973.2","2.65M","-0.12%"
"07/28/2021","79,799.6","79,983.3","80,258.8","79,524.1","1.67M","-0.69%"
"07/27/2021","80,350.6","81,636.2","82,187.2","80,350.6","2.39M","-1.57%"
"07/26/2021","81,636.2","80,809.7","81,911.7","80,717.9","2.79M","1.48%"
"07/23/2021","80,442.4","79,707.8","82,462.7","79,065.0","4.13M","0.92%"
"07/22/2021","79,707.8","78,514.0","79,983.3","78,330.4","2.15M","1.76%"
"07/21/2021","78,330.4","78,422.2","78,881.3","78,238.5","1.70M","-0.70%"
"07/20/2021","78,881.3","78,054.9","78,973.2","77,412.1","3.21M","1.06%"
"07/19/2021","78,054.9","77,503.9","78,054.9","77,136.6","4.11M","-1.05%"
"07/16/2021","78,881.3","78,514.0","79,156.8","78,330.4","1.45M","0.82%"
"07/15/2021","78,238.5","78,054.9","79,248.7","77,595.7","3.28M","0.24%"
"07/14/2021","78,054.9","78,054.9","78,697.7","77,412.1","4.18M","0.83%"
